0,1,2,3,4,5,6,7,8,9
0.18376897,0.18069573,0.22102481,0.2127108,0.43153512,0.4422971,0.039512333,0.41161153,0.23602527,0.19163717
0.18376897,0.18069573,0.22102481,0.2127108,0.43153512,0.4422971,0.039512333,0.41161153,0.23602527,0.19163717
0.18376897,0.18069573,0.22102481,0.2127108,0.43153512,0.4422971,0.039512333,0.41161153,0.23602527,0.19163717
0.18376897,0.18069573,0.22102481,0.2127108,0.43153512,0.4422971,0.039512333,0.41161153,0.23602527,0.19163717
0.18376897,0.18069573,0.22102481,0.2127108,0.43153512,0.4422971,0.039512333,0.41161153,0.23602527,0.19163717
0.18376897,0.18069573,0.22102481,0.2127108,0.43153512,0.4422971,0.039512333,0.41161153,0.23602527,0.19163717
0.338067,0.19611834,0.20379587,0.2948968,0.34025532,0.37620986,0.04419552,0.492032,0.30704233,0.12533905
0.338067,0.19611834,0.20379587,0.2948968,0.34025532,0.37620986,0.04419552,0.492032,0.30704233,0.12533905
0.338067,0.2219339,0.20379587,0.2948968,0.34025532,0.37620986,0.0698848,0.492032,0.37407476,0.12533905
0.37220293,0.2219339,0.20873438,0.3266408,0.41045144,0.44625488,0.0698848,0.5767108,0.38128513,0.12533905
0.37220293,0.2219339,0.20873438,0.3266408,0.44466797,0.4809538,0.0698848,0.58689904,0.38128513,0.12533905
0.13547671,0.019864107,0.005167483,0.1270226,0.24277057,0.25504833,0.006708316,0.18038078,0.24597408,0.15291001
0.13547671,0.019864107,0.005167483,0.1270226,0.24277057,0.25504833,0.006708316,0.18038078,0.24597408,0.15291001
0.13547671,0.019864107,0.005167483,0.1270226,0.16879848,0.14986974,0.006708316,0.17400223,0.24597408,0.15291001
0.13547671,0.019864107,0.005167483,0.1270226,0.16879848,0.14986974,0.006708316,0.17400223,0.24597408,0.15291001
1.2146789,0.94479483,0.89237005,1.1692963,1.4323094,1.4631712,0.45925194,1.4529154,1.0923027,0.7125867
1.5032022,1.1577104,1.1808932,1.459057,1.7921447,1.8302243,0.6586872,1.8436309,1.3110003,0.8927844
1.6945283,1.281101,1.3340226,1.6509951,2.0019484,2.039822,0.6896372,2.0538967,1.4618089,0.9384862
1.6945283,1.2966571,1.3340226,1.6509951,2.0019484,2.039822,0.75185513,2.0538967,1.4618089,1.004333
1.6945283,1.2966571,1.3340226,1.6509951,2.0154445,2.05317,0.75185513,2.0538967,1.4618089,1.004333
0.40560156,0.23576097,0.1836749,0.3756968,0.46706596,0.49818856,0.077995956,0.5683749,0.32664847,0.017520387
0.40560156,0.23576097,0.1836749,0.3756968,0.46706596,0.49818856,0.077995956,0.5683749,0.32664847,0.017520387
0.40560156,0.23576097,0.1836749,0.3756968,0.46706596,0.49818856,0.077995956,0.5683749,0.32664847,0.017520387
0.40560156,0.23576097,0.1836749,0.3756968,0.46706596,0.49818856,0.077995956,0.5683749,0.32664847,0.017520387
0.40560156,0.23576097,0.1836749,0.3756968,0.46706596,0.49818856,0.077995956,0.5683749,0.32664847,0.017520387
0.2372047,0.10794771,0.1342214,0.21387555,0.25292215,0.28065172,0.013713229,0.3616635,0.23723184,0.098419264
