0,1,2,3,4,5,6,7,8,9
0.0073958216,0.01148179,0.012068417,0.008222935,0.011841511,0.011958261,0.009074167,0.013871193,0.012436915,0.0168127
0.0073958216,0.01148179,0.012068417,0.008222935,0.011841511,0.011958261,0.009074167,0.013871193,0.012436915,0.0168127
0.0073958216,0.01148179,0.012068417,0.008222935,0.011841511,0.011958261,0.009074167,0.013871193,0.012436915,0.0168127
0.0073958216,0.01148179,0.012068417,0.008222935,0.011841511,0.011958261,0.009074167,0.013871193,0.012436915,0.0168127
0.0073958216,0.01148179,0.012068417,0.008222935,0.011841511,0.011958261,0.009074167,0.013871193,0.012436915,0.0168127
0.0073958216,0.01148179,0.012068417,0.008222935,0.011841511,0.011958261,0.009074167,0.013871193,0.012436915,0.0168127
0.013330447,0.0119325295,0.010895231,0.012165759,0.009426804,0.009523396,0.005892624,0.015170779,0.015198093,0.013265468
0.013330447,0.0119325295,0.010895231,0.012165759,0.009426804,0.009523396,0.005892624,0.015170779,0.015198093,0.013265468
0.0136000905,0.012956212,0.010895231,0.012165759,0.009426804,0.009523396,0.010400919,0.015170779,0.018719964,0.013265468
0.014716274,0.012956212,0.011247217,0.013498792,0.01132261,0.011428085,0.010539129,0.017877359,0.019049522,0.013265468
0.014716274,0.012956212,0.011247217,0.013498792,0.012303358,0.012400821,0.012502991,0.018215261,0.019049522,0.013265468
0.0049794344,0.0010447536,0.0006135555,0.0052983356,0.0065435064,0.006873323,0.0018985325,0.00642027,0.013177831,0.015154054
0.0049794344,0.0010447536,0.0006135555,0.0052983356,0.0065435064,0.006873323,0.0018985325,0.00642027,0.013177831,0.015154054
0.0049794344,0.0010447536,0.0006135555,0.0052983356,0.005032978,0.0048901537,0.0018985325,0.005653032,0.013177831,0.015154054
0.0049794344,0.0010447536,0.0006135555,0.0052983356,0.005032978,0.0048901537,0.0018985325,0.005653032,0.013177831,0.015154054
0.048371688,0.057983913,0.04752371,0.04719918,0.039618447,0.039719,0.07664316,0.04592615,0.056316044,0.06640235
0.059814166,0.0711201,0.062678665,0.05878395,0.049598053,0.049782168,0.1093282,0.05859915,0.06782381,0.08272533
0.067446396,0.07889471,0.07074897,0.066454,0.055423215,0.05560445,0.114335775,0.06537426,0.0757617,0.08681718
0.067446396,0.07979997,0.07074897,0.066454,0.055423215,0.05560445,0.1247081,0.06537426,0.0757617,0.09283439
0.067446396,0.07979997,0.07074897,0.066454,0.055803478,0.05597645,0.1247081,0.06537426,0.0757617,0.09283439
0.016244505,0.013634836,0.009910361,0.015267867,0.012855612,0.012941173,0.014726783,0.017961731,0.016236734,0.0008905541
0.016244505,0.013634836,0.009910361,0.015267867,0.012855612,0.012941173,0.014726783,0.017961731,0.016236734,0.0008905541
0.016244505,0.013634836,0.009910361,0.015267867,0.012855612,0.012941173,0.014726783,0.017961731,0.016236734,0.0008905541
0.016244505,0.013634836,0.009910361,0.015267867,0.012855612,0.012941173,0.014726783,0.017961731,0.016236734,0.0008905541
0.016244505,0.013634836,0.009910361,0.015267867,0.012855612,0.012941173,0.014726783,0.017961731,0.016236734,0.0008905541
0.009846152,0.0067724963,0.006960781,0.008700705,0.007103218,0.0070865187,0.002446149,0.011630196,0.011739893,0.010715512
0.009846152,0.0067724963,0.006960781,0.008700705,0.007103218,0.0070865187,0.002446149,0.011630196,0.011739893,0.011730011
0.004848709,0.004158685,0.0053333966,0.004072582,0.003752766,0.0039207754,0.002446149,0.009145926,0.011739893,0.011730011
0.004848709,0.004158685,0.0053333966,0.004072582,0.003752766,0.0039207754,0.0032072994,0.009145926,0.011739893,0.011916166
0.004848709,0.004158685,0.0053333966,0.004072582,0.003752766,0.0039207754,0.0032072994,0.009145926,0.011739893,0.011916166
0.004848709,0.004158685,0.0053333966,0.004072582,0.003752766,0.0039207754,0.0032072994,0.009145926,0.012862068,0.012891759
0.06536628,0.07630393,0.06303102,0.064378835,0.054558106,0.05474495,0.094307326,0.062075406,0.07272017,0.08259034
0.07201915,0.083659194,0.07537633,0.071018845,0.05830299,0.058483277,0.12743746,0.068860635,0.07992833,0.09651935
0.0024461672,0.0038483622,0.0066415416,0.002108561,0.0057534263,0.005684168,0.0024424233,0.0039374684,0.011315156,0.010095495
0.0024461672,0.0038483622,0.0066415416,0.002108561,0.0057534263,0.005684168,0.0024424233,0.0039374684,0.011315156,0.010095495
0.0024461672,0.0038483622,0.0066415416,0.002108561,0.0057534263,0.005684168,0.0024424233,0.0039374684,0.011315156,0.010095495
0.0024461672,0.0038483622,0.0066415416,0.002108561,0.0057534263,0.005684168,0.0024424233,0.0039374684,0.011315156,0.009781804
0.0027402975,0.0054448866,0.004309166,0.0019229108,0.0042821164,0.0043444294,0.0026545422,0.0051637366,0.01095794,0.010680702
0.0027402975,0.0054448866,0.004309166,0.0019229108,0.0042821164,0.0043444294,0.0026545422,0.0051637366,0.01095794,0.010680702
0.0027402975,0.0054448866,0.004309166,0.0019229108,0.0042821164,0.0043444294,0.0026545422,0.0051637366,0.01095794,0.010680702
0.0027402975,0.0054448866,0.004309166,0.0019229108,0.0042821164,0.0043444294,0.0026545422,0.0051637366,0.01095794,0.010680702
0.0027402975,0.0054448866,0.004309166,0.0019229108,0.0042821164,0.0043444294,0.0026545422,0.0051637366,0.01095794,0.010680702
0.017308522,0.013013198,0.011055237,0.016485358,0.016116066,0.015955025,0.0077292994,0.011167076,0.020856328,0.016304288
0.017308522,0.013013198,0.011055237,0.016485358,0.016116066,0.015955025,0.0077292994,0.011167076,0.020856328,0.016304288
0.017308522,0.013013198,0.011055237,0.016485358,0.016116066,0.015955025,0.0077292994,0.011167076,0.020856328,0.016304288
0.017308522,0.013013198,0.011055237,0.016485358,0.016116066,0.015955025,0.0077292994,0.011167076,0.020856328,0.016304288
0.017308522,0.013013198,0.011055237,0.016485358,0.016116066,0.015955025,0.0077292994,0.011167076,0.020856328,0.016304288
0.0040108073,0.0038562194,0.00612877,0.003775396,0.0030848838,0.0032500615,0.0015643216,0.0043837065,0.0090165455,0.012038725
0.0040108073,0.0038562194,0.00612877,0.003775396,0.0030848838,0.0032500615,0.0015643216,0.0043837065,0.0090165455,0.012038725
0.0040108073,0.0038562194,0.00612877,0.003775396,0.0030848838,0.0032500615,0.0015643216,0.0043837065,0.0090165455,0.012038725
0.0040108073,0.0038562194,0.00612877,0.003775396,0.0030848838,0.0032500615,0.0015643216,0.0043837065,0.0090165455,0.012038725
0.024154052,0.026511697,0.020754924,0.022853782,0.018981613,0.01913911,0.031984493,0.025255423,0.02706927,0.027536517
0.024154052,0.026511697,0.020754924,0.022853782,0.018981613,0.01913911,0.031984493,0.025255423,0.02706927,0.027536517
0.028035147,0.029103212,0.02346659,0.026746746,0.021040741,0.02117873,0.039300535,0.028302066,0.030862056,0.03176323
0.031926658,0.03590918,0.029553954,0.030650549,0.025837807,0.025950747,0.03995905,0.031256936,0.036231026,0.03788839
0.007969636,0.009069525,0.0045580803,0.0068316394,0.005017896,0.004935277,0.0025689607,0.0058324686,0.010393591,0.013238965
0.007969636,0.009069525,0.0045580803,0.0068316394,0.005017896,0.004935277,0.0025689607,0.0058324686,0.010393591,0.013238965
0.007969636,0.009069525,0.0047483407,0.0068316394,0.005017896,0.004935277,0.0025689607,0.0058324686,0.013932658,0.013238965
0.007969636,0.009950509,0.0047483407,0.006933869,0.005860474,0.0056409263,0.0025689607,0.0058324686,0.013932658,0.0136314975
0.0099978065,0.010879078,0.0047483407,0.008483265,0.006247871,0.00620749,0.0025689607,0.010253893,0.014121275,0.0136314975
0.05012742,0.06523032,0.06285388,0.05079684,0.04391081,0.043699127,0.10332434,0.040750556,0.059687704,0.08117632
0.05012742,0.06523032,0.06285388,0.05079684,0.04391081,0.043699127,0.10332434,0.040750556,0.059687704,0.08117632
0.0510779,0.06695421,0.06389445,0.05171252,0.045705818,0.045506038,0.10991293,0.04202535,0.061223377,0.08381986
0.058974963,0.07617366,0.07077169,0.05962546,0.06668699,0.06644265,0.12102264,0.06007198,0.06983849,0.09102955
0.10840775,0.13018619,0.11815271,0.10747127,0.08835929,0.08855198,0.20970747,0.101722255,0.12244186,0.15426034
0.0070846765,0.00735043,0.004724147,0.005682486,0.004253884,0.0042365934,0.0019913223,0.007365428,0.012336517,0.011074818
0.0070846765,0.00735043,0.004724147,0.005682486,0.004253884,0.0042365934,0.0019913223,0.007365428,0.012336517,0.011074818
0.0070846765,0.00735043,0.004724147,0.005682486,0.004253884,0.0042365934,0.0019913223,0.007365428,0.012336517,0.011074818
0.0070846765,0.00735043,0.004724147,0.005682486,0.004253884,0.0042365934,0.0019913223,0.007365428,0.012336517,0.011074818
0.0070846765,0.00735043,0.004724147,0.005682486,0.004253884,0.0042365934,0.0019913223,0.007365428,0.012336517,0.011074818
0.0040699583,0.0032137777,0.0073280497,0.004812105,0.0056726346,0.005776562,0.0018360212,0.006888379,0.012353021,0.013734245
0.0040699583,0.0032137777,0.0073280497,0.004812105,0.0056726346,0.005776562,0.0018360212,0.006888379,0.012353021,0.013734245
0.0040699583,0.0032137777,0.0073280497,0.004812105,0.0056726346,0.005776562,0.0018360212,0.006888379,0.012353021,0.013734245
0.0040699583,0.0032137777,0.0073280497,0.004812105,0.0056726346,0.005776562,0.0018360212,0.006888379,0.012353021,0.013734245
0.0040699583,0.0032137777,0.0073280497,0.004812105,0.0056726346,0.005776562,0.0018360212,0.006888379,0.012353021,0.013734245
0.0040699583,0.0032137777,0.011148515,0.004812105,0.0072777295,0.0071699307,0.0018360212,0.006888379,0.015060455,0.013734245
0.0009427748,0.0030184647,0.0037958932,0.00088150654,0.0005680445,0.0008270319,0.0029895462,0.00091192755,0.00083985075,0.009463024
0.0009427748,0.0030184647,0.0037958932,0.00088150654,0.0005680445,0.0008270319,0.0029895462,0.00091192755,0.00083985075,0.009463024
0.0009427748,0.0030184647,0.0037958932,0.00088150654,0.0005680445,0.0008270319,0.0029895462,0.00091192755,0.00083985075,0.009463024
0.0009427748,0.0030184647,0.0037958932,0.00088150654,0.0005680445,0.0008270319,0.0029895462,0.00091192755,0.00083985075,0.009463024
0.0009427748,0.0030184647,0.0037958932,0.00088150654,0.0005680445,0.0008270319,0.0029895462,0.00091192755,0.00083985075,0.009463024
0.007069557,0.00404067,0.0038839532,0.006629759,0.0053538377,0.0053007267,0.0021442566,0.0034425592,0.012622141,0.012964385
0.0074764644,0.0066781915,0.0038839532,0.006629759,0.0053778025,0.0053007267,0.0021442566,0.0034425592,0.012622141,0.012964385
0.0074764644,0.0066781915,0.0038839532,0.006629759,0.0053778025,0.0053007267,0.0021442566,0.0034425592,0.012622141,0.012964385
0.0074764644,0.0066781915,0.0038839532,0.006629759,0.0053778025,0.0053007267,0.0021442566,0.0034425592,0.012622141,0.012964385
0.0074764644,0.0066781915,0.0038839532,0.006629759,0.0053778025,0.0053007267,0.0021442566,0.004132021,0.012622141,0.012964385
0.0052726055,0.007874481,0.008281983,0.0048041316,0.0046804827,0.004522036,0.0029502432,0.0036531133,0.014693185,0.014380082
0.0052726055,0.007874481,0.008281983,0.0048041316,0.0046804827,0.004522036,0.0029502432,0.0036531133,0.014693185,0.014380082
0.0052726055,0.007874481,0.008281983,0.0048041316,0.0046804827,0.004522036,0.0029502432,0.0036531133,0.014693185,0.014380082
0.0052726055,0.007874481,0.008281983,0.0048041316,0.0046804827,0.004522036,0.0029502432,0.0036531133,0.014693185,0.014380082
0.0052726055,0.007874481,0.008281983,0.0048041316,0.0046804827,0.004522036,0.0029502432,0.0036531133,0.014693185,0.014380082
0.0052726055,0.007874481,0.008281983,0.0048041316,0.0046804827,0.004522036,0.0029502432,0.0036531133,0.014693185,0.014380082
0.025786323,0.016701287,0.018961657,0.024380976,0.02338618,0.023608997,0.015553097,0.02334286,0.016760742,0.011202361
0.025786323,0.016701287,0.018961657,0.024380976,0.02338618,0.023608997,0.015553097,0.02334286,0.016760742,0.011202361
0.025786323,0.016701287,0.018961657,0.024380976,0.02338618,0.023608997,0.015553097,0.02334286,0.016760742,0.011202361
